"Hours per Week","Age","Workclass","Highest Degree","Marital Status","Race","Gender","Native Country","Occupation","Income Actual","Income Adjust","Income","ML Pred","ML Conf"
45,39,"Private","Undergraduate Degree","Married","White","Male","United States","Administrative/Clerical",59132,100530.9922,1,1,0.880283033056642
40,62,"Private","Undergraduate Degree","Married","White","Male","United States","Executive/Managerial",99999,170009.4482,1,1,0.943803865545782
50,40,"Private","Undergraduate Degree","Married","White","Male","United States","Sales",87838,149334.3924,1,1,0.903679691412808
45,35,"Private","Undergraduate Degree","Married","White","Male","United States","Executive/Managerial",36022,61241.41583,1,1,0.939088159884167
40,30,"Local Government","Undergraduate Degree","Married","White","Male","United States","Protective Services",31468,53499.10814,1,1,0.79808818874071
55,44,"Private","High School Graduate","Divorced","White","Male","United States","Sales",51300,87215.71906,1,1,0.589298385749215
40,58,"Private","Less than High School","Married","White","Male","United States","Craft/Repair",35500,60353.95764,1,1,0.57816902355995
42,58,"Private","Undergraduate Degree","Married","White","Male","United States","Executive/Managerial",57700,98096.43255,1,1,0.954749736233592
37,30,"State Government","Undergraduate Degree","Married","White","Male","United States","Professional Specialty",64900,110337.2352,1,1,0.817858865605212
40,26,"Private","Undergraduate Degree","Married","White","Male","United States","Machine Operator/Inspector",61408,104400.4459,1,1,0.653418661033037
39,53,"Private","High School Graduate","Widowed","White","Male","United States","Tech Support",57649,98009.72687,1,1,0.57197487617744
43,28,"Private","Undergraduate Degree","Married","White","Male","United States","Professional Specialty",48167,81889.26979,1,1,0.890963595599768
50,31,"State Government","Graduate Degree","Divorced","White","Female","United States","Executive/Managerial",62200,105746.9342,1,1,0.818186693865374
40,38,"Private","Undergraduate Degree","Separated","White","Male","United States","Professional Specialty",45100,76675.02787,1,1,0.704505303677666
32,63,"State Government","High School Graduate","Married","White","Male","United States","Protective Services",32093,54561.67781,1,1,0.588169064818229
40,30,"Private","Undergraduate Degree","Married","White","Male","United States","Craft/Repair",47500,80755.29543,1,1,0.77028174227592
55,38,"Private","Undergraduate Degree","Married","White","Male","United States","Executive/Managerial",97717,166129.7938,1,1,0.945076533199732
40,42,"Self Employed (Unincorporated)","High School Graduate","Married","White","Male","United States","Craft/Repair",34922,59371.2932,1,1,0.690784962687199
40,39,"Private","Graduate Degree","Never Married","White","Male","United States","Professional Specialty",42649,72508.05463,1,1,0.773949461361065
50,61,"Local Government","Undergraduate Degree","Married","White","Male","United States","Executive/Managerial",64998,110503.8462,1,1,0.938618967084354
45,37,"Private","Undergraduate Degree","Married","White","Male","United States","Executive/Managerial",70764,120306.689,1,1,0.945076533199732
45,34,"Private","Undergraduate Degree","Married","White","Male","United States","Professional Specialty",81270,138168.0602,1,1,0.91656810656449
40,53,"Self Employed (Unincorporated)","Undergraduate Degree","Married","White","Male","United States","Professional Specialty",34422,58521.23746,1,1,0.8728203620773
50,37,"Private","Undergraduate Degree","Married","White","Male","United States","Executive/Managerial",89110,151496.9342,1,1,0.945076533199732
50,34,"Private","Graduate Degree","Married","White","Male","United States","Executive/Managerial",69453,118077.8428,1,1,0.963502037808571
50,50,"Private","High School Graduate","Married","White","Male","United States","Machine Operator/Inspector",40300,68514.49275,1,1,0.820389901657991
35,31,"Local Government","High School Graduate","Married","White","Male","United States","Executive/Managerial",31103,52878.56745,1,1,0.739221791518701
40,55,"Private","Undergraduate Degree","Divorced","White","Female","United States","Professional Specialty",54150,92061.03679,1,1,0.623546708271735
60,65,"Private","Undergraduate Degree","Married","White","Male","United States","Farming/Fishing",36821,62599.80491,1,1,0.647347642964501
45,35,"Private","Graduate Degree","Never Married","White","Male","United States","Professional Specialty",50800,86365.66332,1,1,0.784396261639429
50,46,"Private","Undergraduate Degree","Married","White","Male","United States","Executive/Managerial",70318,119548.4392,1,1,0.955905380308661
45,56,"Private","High School Graduate","Married","White","Male","United States","Transport/Moving",56303,95721.37681,1,1,0.826373267436387
48,38,"Private","Undergraduate Degree","Divorced","White","Male","United States","Sales",55792,94852.61984,1,1,0.658618781135278
50,40,"Private","Undergraduate Degree","Married","White","Male","United States","Executive/Managerial",99999,170009.4482,1,1,0.947874986215032
38,57,"Self Employed (Unincorporated)","Graduate Degree","Married","White","Male","United States","Tech Support",68012,115627.9822,1,1,0.896777365631726
40,39,"Private","High School Graduate","Married","White","Male","United States","Craft/Repair",62500,106256.9677,1,1,0.771875178471697
40,63,"Private","Less than High School","Married","White","Male","United States","Craft/Repair",46800,79565.21739,1,1,0.547737576022602
40,41,"Private","Graduate Degree","Married","White","Male","England","Professional Specialty",32280,54879.59866,1,1,0.944467402046313
40,64,"Private","High School Graduate","Never Married","White","Male","United States","Tech Support",69600,118327.7592,1,1,0.580310385173959
42,30,"Private","High School Graduate","Married","White","Male","United States","Craft/Repair",30265,51453.87402,1,1,0.706816604848282
50,59,"Private","High School Graduate","Married","White","Male","United States","Transport/Moving",31516,53580.71349,1,1,0.826373267436387
40,33,"Private","Undergraduate Degree","Married","White","Female","United States","Professional Specialty",83450,141874.3032,1,1,0.901449392782347
55,28,"Private","Undergraduate Degree","Married","White","Male","United States","Professional Specialty",50340,85583.61204,1,1,0.890963595599768
40,68,"Self Employed (Incorporated)","Undergraduate Degree","Married","White","Male","United States","Executive/Managerial",82044,139483.9465,1,1,0.903736310195515
50,59,"Private","Less than High School","Married","White","Male","United States","Craft/Repair",61075,103834.3088,1,1,0.67807207141192
50,61,"Self Employed (Unincorporated)","Graduate Degree","Married","White","Male","England","Professional Specialty",50842,86437.068,1,1,0.923702531918145
50,37,"Private","Undergraduate Degree","Married","White","Male","United States","Executive/Managerial",62070,105525.9197,1,1,0.945076533199732
80,47,"Self Employed (Incorporated)","High School Graduate","Married","White","Male","United States","Executive/Managerial",73395,124779.6823,1,1,0.885073559521987
45,29,"Self Employed (Unincorporated)","High School Graduate","Married","White","Male","United States","Executive/Managerial",51029,86754.98885,1,1,0.774748530226173
39,37,"Private","Undergraduate Degree","Married","White","Male","United States","Professional Specialty",83188,141428.874,1,1,0.920103387693903
50,44,"Self Employed (Incorporated)","High School Graduate","Married","White","Male","United States","Executive/Managerial",66000,112207.3579,1,1,0.921142761335866
40,35,"Private","Undergraduate Degree","Married","White","Male","United States","Tech Support",56266,95658.47269,1,1,0.908338078386063
40,50,"Private","Undergraduate Degree","Married","White","Male","United States","Tech Support",48445,82361.90078,1,1,0.927191007350105
25,42,"Self Employed (Unincorporated)","High School Graduate","Married","White","Female","United States","Professional Specialty",36430,61935.06132,1,1,0.776080460332364
45,47,"Private","Undergraduate Degree","Married","White","Female","United States","Executive/Managerial",80050,136093.9242,1,1,0.954231547925183
40,36,"Private","High School Graduate","Married","Asian/Pacific Islander","Female","South","Other Services",31122,52910.86957,1,1,0.595655674007358
48,53,"Private","High School Graduate","Married","White","Male","United States","Transport/Moving",60010,102023.6901,1,1,0.830224504174778
40,47,"Private","Undergraduate Degree","Married","White","Male","United States","Professional Specialty",99999,170009.4482,1,1,0.932337623739996
40,50,"Private","High School Graduate","Married","White","Male","United States","Machine Operator/Inspector",46503,79060.28428,1,1,0.776366131474859
70,63,"Self Employed (Incorporated)","Graduate Degree","Divorced","White","Male","United States","Professional Specialty",62242,105818.3389,1,1,0.80827898982426
65,46,"Private","Graduate Degree","Married","White","Male","United States","Executive/Managerial",99999,170009.4482,1,1,0.972385841050192
55,40,"Local Government","High School Graduate","Married","White","Male","United States","Transport/Moving",39940,67902.45262,1,1,0.806520595430382
40,36,"Federal Government","Graduate Degree","Married","White","Male","United States","Executive/Managerial",53200,90445.93088,1,1,0.977754801655497
50,39,"Private","Undergraduate Degree","Never Married","White","Female","United States","Sales",57214,97270.17837,1,1,0.549355398330816
40,47,"Private","Undergraduate Degree","Married","White","Male","United States","Administrative/Clerical",88000,149609.8105,1,1,0.872464131421106
40,52,"Private","High School Graduate","Married","White","Male","United States","Craft/Repair",73020,124142.1405,1,1,0.798764572379
40,63,"Private","Undergraduate Degree","Divorced","White","Female","United States","Executive/Managerial",37500,63754.1806,1,1,0.6067423812905
40,34,"Private","Graduate Degree","Never Married","White","Female","United States","Executive/Managerial",41773,71018.75697,1,1,0.710338090248875
50,45,"State Government","Graduate Degree","Never Married","White","Female","United States","Executive/Managerial",99999,170009.4482,1,1,0.893590015741829
45,36,"Private","Undergraduate Degree","Never Married","White","Female","United States","Professional Specialty",39400,66984.39242,1,1,0.611322683274726
45,46,"Private","Undergraduate Degree","Divorced","White","Male","United States","Professional Specialty",70678,120160.4794,1,1,0.760776067501308
40,28,"Private","High School Graduate","Married","White","Female","United States","Sales",45072,76627.42475,1,1,0.742659000607488
60,44,"Self Employed (Unincorporated)","Undergraduate Degree","Divorced","White","Male","United States","Executive/Managerial",34175,58101.30992,1,1,0.643681877654621
20,31,"Private","High School Graduate","Married","White","Female","United States","Administrative/Clerical",45261,76948.74582,1,1,0.643658119377622
60,29,"Private","Undergraduate Degree","Married","White","Male","United States","Executive/Managerial",62020,105440.9142,1,1,0.913711879695085
40,44,"Local Government","Graduate Degree","Married","White","Male","United States","Professional Specialty",60678,103159.3645,1,1,0.953301380551256
40,42,"Self Employed (Unincorporated)","Graduate Degree","Married","White","Male","Cuba","Professional Specialty",91686,155876.4214,1,1,0.916658853232596
52,43,"Private","High School Graduate","Married","White","Male","United States","Machine Operator/Inspector",99999,170009.4482,1,1,0.807485151195149
40,40,"Private","Graduate Degree","Married","White","Male","United States","Professional Specialty",67500,114757.5251,1,1,0.944467402046313
50,36,"Private","Undergraduate Degree","Married","White","Male","United States","Executive/Managerial",62124,105617.7258,1,1,0.944002557038986
40,41,"Private","Undergraduate Degree","Divorced","White","Female","United States","Executive/Managerial",38579,65588.60089,1,1,0.527462844925632
45,41,"Private","Undergraduate Degree","Divorced","White","Male","United States","Professional Specialty",48000,81605.35117,1,1,0.73394725194022
60,39,"Private","Graduate Degree","Married","White","Female","United States","Professional Specialty",88888,151119.5095,1,1,0.955806322315898
45,34,"Private","Graduate Degree","Married","White","Male","United States","Professional Specialty",63650,108212.0959,1,1,0.928182141308922
40,49,"Private","High School Graduate","Married","White","Male","United States","Executive/Managerial",71439,121454.2642,1,1,0.923644174685375
50,34,"Private","Graduate Degree","Never Married","White","Male","United States","Professional Specialty",48342,82186.7893,1,1,0.768829953760636
40,36,"Private","Undergraduate Degree","Married","White","Male","United States","Executive/Managerial",99999,170009.4482,1,1,0.934546726939022
40,61,"Private","High School Graduate","Married","White","Male","United States","Craft/Repair",87012,147930.1003,1,1,0.787496627619049
45,42,"Private","Undergraduate Degree","Married","White","Male","United States","Sales",50081,85143.28317,1,1,0.913112658947232
50,53,"Self Employed (Unincorporated)","Graduate Degree","Married","White","Male","United States","Professional Specialty",60860,103468.7848,1,1,0.925694091984809
60,54,"Self Employed (Unincorporated)","High School Graduate","Married","White","Male","United States","Farming/Fishing",91201,155051.8673,1,1,0.522980680499041
10,41,"Private","Undergraduate Degree","Married","White","Female","United States","Professional Specialty",83188,141428.874,1,1,0.725383067461726
8,32,"Self Employed (Unincorporated)","Undergraduate Degree","Married","White","Female","United States","Professional Specialty",84525,143701.9231,1,1,0.735459260829823
40,40,"Private","Undergraduate Degree","Married","White","Female","United States","Professional Specialty",89300,151819.9554,1,1,0.931018832267397
40,32,"Self Employed (Incorporated)","High School Graduate","Married","White","Male","United States","Craft/Repair",99999,170009.4482,1,1,0.705673819077599
65,64,"Self Employed (Incorporated)","Graduate Degree","Married","White","Male","United States","Sales",53808,91479.59866,1,1,0.860114265975646
50,51,"Self Employed (Unincorporated)","Graduate Degree","Divorced","White","Male","United States","Sales",53000,90105.90858,1,1,0.72257657375337
40,39,"Private","Undergraduate Degree","Married","White","Male","United States","Executive/Managerial",38799,65962.62542,1,1,0.939030828537804
25,41,"Private","Undergraduate Degree","Married","White","Female","United States","Tech Support",75069,127625.6689,1,1,0.81827608573754
40,41,"Private","High School Graduate","Married","White","Male","United States","Tech Support",59400,100986.6221,1,1,0.891628573434444
50,45,"Self Employed (Unincorporated)","Graduate Degree","Married","White","Male","United States","Professional Specialty",99999,170009.4482,1,1,0.925694091984809
40,34,"Private","High School Graduate","Married","White","Female","United States","Administrative/Clerical",66493,113045.5128,1,1,0.777417545129185
34,59,"Private","High School Graduate","Married","White","Male","United States","Professional Specialty",40648,69106.13155,1,1,0.795087211782275
60,63,"Private","Graduate Degree","Married","White","Male","United States","Professional Specialty",99999,170009.4482,1,1,0.948961619214439
40,35,"Private","Undergraduate Degree","Married","White","Male","United States","Other Services",30452,51771.79487,1,1,0.657766574699374
40,56,"Self Employed (Unincorporated)","Undergraduate Degree","Married","White","Female","United States","Farming/Fishing",42002,71408.0825,1,1,0.656096768684032
20,47,"Self Employed (Unincorporated)","Graduate Degree","Married","White","Female","United States","Professional Specialty",53159,90376.22631,1,1,0.778253900683021
50,26,"Private","Undergraduate Degree","Never Married","White","Female","United States","Executive/Managerial",30153,51263.46154,1,1,0.522122451990578
40,33,"State Government","High School Graduate","Married","White","Female","United States","Administrative/Clerical",35000,59503.9019,1,1,0.744900886638447
38,38,"Self Employed (Incorporated)","High School Graduate","Married","White","Male","United States","Craft/Repair",45900,78035.11706,1,1,0.838790993938727
40,35,"Private","High School Graduate","Married","White","Male","United States","Craft/Repair",34912,59354.29208,1,1,0.721327304339185
40,44,"Local Government","High School Graduate","Never Married","Black","Male","United States","Other Services",32013,54425.6689,1,0,0.874230747361727
48,21,"Private","High School Graduate","Never Married","Black","Male","Mexico","Executive/Managerial",30061,51107.05128,1,0,0.941866339857501
50,40,"Private","High School Graduate","Divorced","Black","Male","United States","Other Services",61925,105279.4036,1,0,0.818819185319452
40,57,"Private","High School Graduate","Never Married","Black","Female","United States","Craft/Repair",45577,77485.98105,1,0,0.776871484093661
40,39,"Local Government","High School Graduate","Never Married","Black","Female","United States","Protective Services",59442,101058.0268,1,0,0.595823882293285
18,51,"Private","Graduate Degree","Divorced","Black","Female","United States","Other Services",70700,120197.8818,1,0,0.951261717539473
40,50,"Private","Undergraduate Degree","Divorced","Black","Male","United States","Sales",36000,61204.01338,1,0,0.509355187732265
40,32,"Private","Undergraduate Degree","Never Married","Black","Female","United States","Professional Specialty",40100,68174.47046,1,0,0.579336951554923
40,29,"Private","Undergraduate Degree","Never Married","Black","Female","United States","Executive/Managerial",30000,51003.34448,1,0,0.623882014876617
40,33,"Private","High School Graduate","Never Married","Black","Male","United States","Craft/Repair",56614,96250.11148,1,0,0.834109838789719
40,35,"State Government","High School Graduate","Divorced","Black","Female","United States","Executive/Managerial",30000,51003.34448,1,0,0.787520614828539
40,36,"Local Government","Undergraduate Degree","Divorced","Black","Female","United States","Professional Specialty",37076,63033.33333,1,0,0.52289933080157
40,45,"Private","Undergraduate Degree","Never Married","Black","Female","United States","Administrative/Clerical",53408,90799.55407,1,0,0.693132944143425
45,41,"Private","High School Graduate","Never Married","Black","Male","United States","Craft/Repair",40160,68276.47715,1,0,0.593115630861455
50,45,"Private","High School Graduate","Divorced","Black","Female","United States","Administrative/Clerical",35034,59561.70569,1,0,0.738006697470487
40,33,"Private","Less than High School","Never Married","White","Male","United States","Craft/Repair",31000,52703.45596,1,0,0.86941433391602
40,35,"Private","Less than High School","Divorced","White","Male","United States","Protective Services",33500,56953.73467,1,0,0.831272140041908
38,63,"State Government","High School Graduate","Divorced","White","Female","United States","Administrative/Clerical",30362,51618.78484,1,0,0.752911468880122
45,25,"Private","Undergraduate Degree","Never Married","White","Female","United States","Tech Support",36110,61391.02564,1,0,0.592129948753336
45,21,"Private","High School Graduate","Never Married","White","Female","United States","Sales",35000,59503.9019,1,0,0.946688550905176
4,56,"Private","High School Graduate","Married","White","Female","United States","Sales",36050,61289.01895,1,0,0.575741012783573
48,28,"Private","High School Graduate","Never Married","White","Female","United States","Sales",36792,62550.50167,1,0,0.736733360948692
42,30,"Private","High School Graduate","Never Married","White","Male","United States","Machine Operator/Inspector",35159,59774.21962,1,0,0.707896317387025
40,31,"Private","High School Graduate","Married","White","Male","Portugal","Other Services",30080,51139.3534,1,0,0.552727875675272
37,58,"Private","High School Graduate","Widowed","White","Female","United States","Craft/Repair",30165,51283.86288,1,0,0.822820215671806
40,47,"Private","Less than High School","Married","White","Male","United States","Other Services",30000,51003.34448,1,0,0.655232940830624
35,52,"Self Employed (Unincorporated)","Undergraduate Degree","Divorced","White","Female","United States","Professional Specialty",33200,56443.70123,1,0,0.55109653873119
50,22,"Private","Undergraduate Degree","Never Married","White","Male","United States","Executive/Managerial",33800,57463.76812,1,0,0.839900827715931
40,32,"Private","Less than High School","Married","Asian/Pacific Islander","Female","Laos","Machine Operator/Inspector",55000,93506.13155,1,0,0.66771253991347
40,23,"Private","High School Graduate","Married","White","Male","United States","Craft/Repair",45425,77227.5641,1,0,0.641016318096879
35,26,"Local Government","Undergraduate Degree","Never Married","White","Female","United States","Professional Specialty",32684,55566.4437,1,0,0.790275512327117
18,64,"Private","High School Graduate","Married","White","Male","United States","Handler/Cleaner",32146,54651.78372,1,0,0.735903949196888
32,32,"Private","Undergraduate Degree","Separated","White","Female","United States","Professional Specialty",36000,61204.01338,1,0,0.779527974175252
40,39,"Private","High School Graduate","Never Married","White","Female","United States","Craft/Repair",33860,57565.7748,1,0,0.727669928432311
40,29,"Federal Government","High School Graduate","Never Married","White","Female","United States","Professional Specialty",44034,74862.70903,1,0,0.540987688164774
40,28,"Private","Undergraduate Degree","Never Married","White","Male","United States","Administrative/Clerical",31000,52703.45596,1,0,0.758890817888264
40,51,"Private","High School Graduate","Widowed","White","Female","United States","Professional Specialty",34000,57803.79041,1,0,0.560207817393687
50,28,"Self Employed (Incorporated)","High School Graduate","Never Married","White","Male","United States","Executive/Managerial",30000,51003.34448,1,0,0.583705437570605
40,29,"Private","Graduate Degree","Never Married","White","Female","United States","Professional Specialty",56000,95206.24303,1,0,0.509016997015745
40,29,"Private","Undergraduate Degree","Never Married","White","Male","United States","Tech Support",42000,71404.68227,1,0,0.535017336285521
20,52,"Private","High School Graduate","Divorced","White","Female","United States","Sales",88447,150369.7603,1,0,0.903915492517314
40,32,"Private","High School Graduate","Never Married","White","Female","United States","Protective Services",34450,58568.84058,1,0,0.811750574806834
40,30,"Local Government","Undergraduate Degree","Divorced","Native American/Eskimo","Female","United States","Protective Services",39000,66304.34783,1,0,0.730558978283275
40,28,"Private","Undergraduate Degree","Never Married","White","Female","United States","Executive/Managerial",41100,69874.58194,1,0,0.576604208465896
40,54,"Private","High School Graduate","Divorced","White","Female","United States","Executive/Managerial",38050,64689.24192,1,0,0.579066359126513
40,27,"Private","High School Graduate","Married","White","Male","United States","Other Services",40000,68004.45931,1,0,0.614142067062993
10,29,"Private","Undergraduate Degree","Never Married","White","Female","United States","Executive/Managerial",35026,59548.10479,1,0,0.903294671283123
40,25,"Private","High School Graduate","Never Married","White","Male","United States","Craft/Repair",38200,64944.25864,1,0,0.896589884731449
40,23,"Private","Undergraduate Degree","Never Married","White","Female","United States","Professional Specialty",34558,58752.45262,1,0,0.891198859036943
40,38,"Private","High School Graduate","Never Married","Other","Male","India","Administrative/Clerical",38138,64838.85173,1,0,0.710842928755949
40,31,"Private","High School Graduate","Never Married","Black","Male","United States","Executive/Managerial",30000,51003.34448,1,0,0.795015561644055
40,24,"Private","Undergraduate Degree","Never Married","White","Male","United States","Executive/Managerial",32000,54403.56745,1,0,0.836194850045635
32,35,"Private","Undergraduate Degree","Widowed","White","Female","United States","Professional Specialty",51749,87979.06912,1,0,0.676216744020863
40,47,"Private","High School Graduate","Divorced","White","Female","United States","Executive/Managerial",39000,66304.34783,1,0,0.591333315640075
40,26,"Private","Undergraduate Degree","Never Married","White","Female","United States","Executive/Managerial",30050,51088.35006,1,0,0.679409538491698
40,35,"Private","High School Graduate","Separated","White","Male","United States","Machine Operator/Inspector",30000,51003.34448,1,0,0.741915474329609
37,58,"Private","High School Graduate","Never Married","Black","Female","United States","Administrative/Clerical",38011,64622.93757,1,0,0.845470663263274
35,45,"Local Government","High School Graduate","Divorced","Black","Female","United States","Administrative/Clerical",40526,68898.71795,1,0,0.865800001165393
50,30,"Self Employed (Unincorporated)","High School Graduate","Never Married","White","Male","United States","Craft/Repair",99999,170009.4482,1,0,0.678663680820429
40,27,"Private","High School Graduate","Never Married","Black","Male","United States","Craft/Repair",34785,59138.37793,1,0,0.909358433567673
40,59,"Self Employed (Incorporated)","Less than High School","Married","White","Male","Italy","Farming/Fishing",40175,68301.97882,1,0,0.555317135145158
40,24,"Private","High School Graduate","Never Married","Black","Male","United States","Transport/Moving",30000,51003.34448,1,0,0.952474125770022
40,28,"Local Government","High School Graduate","Never Married","Black","Male","Haiti","Administrative/Clerical",36020,61238.01561,1,0,0.902088315599442
38,57,"Private","High School Graduate","Widowed","White","Female","United States","Administrative/Clerical",52142,88647.21293,1,0,0.71629734484827
50,24,"Private","High School Graduate","Never Married","White","Male","United States","Craft/Repair",29800,50663.32219,1,0,0.86209674533873
11,21,"Private","High School Graduate","Never Married","Black","Male","United States","Protective Services",1440,2448.160535,0,0,0.975664601776969
20,44,"Private","Less than High School","Married","White","Male","United States","Transport/Moving",17000,28901.89521,0,0,0.75157413075381
40,33,"Self Employed (Unincorporated)","Less than High School","Never Married","White","Male","United States","Farming/Fishing",9156,15566.22074,0,0,0.866549593983642
20,34,"Private","High School Graduate","Never Married","White","Male","United States","Handler/Cleaner",7700,13090.85842,0,0,0.94325318778697
40,20,"Private","Less than High School","Never Married","White","Male","United States","Machine Operator/Inspector",7800,13260.86957,0,0,0.979187187483259
40,51,"Private","High School Graduate","Divorced","White","Male","United States","Handler/Cleaner",23200,39442.5864,0,0,0.779371820402283
40,42,"Self Employed (Unincorporated)","High School Graduate","Never Married","White","Male","United States","Craft/Repair",18013,30624.10814,0,0,0.741219518387519
18,36,"Private","High School Graduate","Never Married","White","Female","United States","Other Services",1713,2912.29097,0,0,0.976004307269653
40,27,"Private","Less than High School","Married","White","Male","United States","Craft/Repair",14200,24141.58305,0,0,0.617422220744709
18,56,"Private","High School Graduate","Married","White","Male","United States","Handler/Cleaner",21000,35702.34114,0,0,0.528869414151184
36,31,"Private","Less than High School","Never Married","White","Female","United States","Machine Operator/Inspector",18000,30602.00669,0,0,0.957369796622438
30,40,"Self Employed (Unincorporated)","High School Graduate","Married","White","Male","United States","Craft/Repair",14202,24144.98328,0,0,0.527543139704035
45,42,"Private","Less than High School","Married","White","Male","United States","Transport/Moving",39540,67222.40803,1,1,0.656612770600486
40,51,"Federal Government","High School Graduate","Married","White","Male","United States","Executive/Managerial",75198,127844.9833,1,1,0.948822261345992
50,57,"Private","High School Graduate","Married","White","Male","United States","Transport/Moving",39200,66644.37012,1,1,0.826373267436387
40,55,"State Government","High School Graduate","Married","Black","Male","United States","Other Services",47060,80007.24638,1,1,0.69358739232304
40,40,"Federal Government","High School Graduate","Married","White","Male","United States","Tech Support",59000,100306.5775,1,1,0.957421206394144
52,39,"Private","High School Graduate","Married","Black","Male","United States","Craft/Repair",89941,152909.7269,1,1,0.839080261074968
40,47,"Private","High School Graduate","Married","Black","Female","United States","Machine Operator/Inspector",99999,170009.4482,1,1,0.608889526938209
40,42,"Private","High School Graduate","Married","White","Male","United States","Handler/Cleaner",39875,67791.94537,1,1,0.714150035438231
40,53,"Private","High School Graduate","Married","White","Male","United States","Tech Support",48300,82115.38462,1,1,0.919254392827787
40,27,"Private","High School Graduate","Married","White","Male","United States","Sales",52416,89113.04348,1,1,0.598609579886133
75,25,"Private","Undergraduate Degree","Married","White","Male","United States","Executive/Managerial",38140,64842.25195,1,1,0.855605317741798
48,53,"Federal Government","Undergraduate Degree","Married","White","Male","United States","Executive/Managerial",71500,121557.971,1,1,0.964206652837813
