Hours per Week,Age,Workclass,Highest Degree,Marital Status,Race,Gender,Native Country,Occupation,Income Actual,Income Adjust,Income,ML Pred
45,47,Private,Undergraduate Degree,Married,White,Male,United States,Executive/Managerial,51550,87640.74693,1,1
40,55,Private,Undergraduate Degree,Married,White,Female,United States,Administrative/Clerical,30590,52006.41026,1,1
45,33,Local Government,Undergraduate Degree,Married,White,Male,United States,Administrative/Clerical,53854,91557.80379,1,1
65,64,Private,High School Graduate,Married,White,Male,United States,Sales,65000,110507.2464,1,1
45,61,Private,High School Graduate,Married,White,Male,United States,Transport/Moving,50702,86199.0524,1,1
40,34,Private,Undergraduate Degree,Never Married,White,Female,United States,Executive/Managerial,45288,76994.64883,1,1
48,30,Self Employed (Incorporated),High School Graduate,Married,White,Male,United States,Craft/Repair,66348,112798.9967,1,1
50,62,Private,Undergraduate Degree,Married,White,Male,United States,Professional Specialty,55858,94964.8272,1,1
30,51,Local Government,Undergraduate Degree,Married,White,Female,United States,Administrative/Clerical,35656,60619.17503,1,1
40,32,Private,Undergraduate Degree,Never Married,White,Male,United States,Professional Specialty,50942,86607.07915,1,1
45,41,Private,Graduate Degree,Married,White,Male,United States,Executive/Managerial,65048,110588.8517,1,1
40,42,Private,High School Graduate,Married,Black,Male,United States,Handler/Cleaner,33050,56188.6845,1,1
40,59,Private,High School Graduate,Married,White,Male,United States,Craft/Repair,69616,118354.961,1,1
37,27,Local Government,Graduate Degree,Married,White,Male,United States,Professional Specialty,32540,55321.62765,1,1
40,32,Private,High School Graduate,Married,White,Male,United States,Executive/Managerial,56103,95381.35452,1,1
60,44,Private,High School Graduate,Divorced,White,Male,United States,Sales,99999,170009.4482,1,1
45,52,Federal Government,Undergraduate Degree,Married,White,Male,United States,Protective Services,97786,166247.1014,1,1
60,54,Self Employed (Unincorporated),High School Graduate,Married,White,Male,United States,Transport/Moving,65060,110609.2531,1,1
60,32,Private,Undergraduate Degree,Married,White,Male,United States,Executive/Managerial,85156,144774.6934,1,1
40,46,Private,High School Graduate,Married,White,Male,United States,Machine Operator/Inspector,35772,60816.38796,1,1
55,50,Private,High School Graduate,Married,Black,Male,United States,Executive/Managerial,62613,106449.0803,1,1
45,37,State Government,Undergraduate Degree,Married,White,Male,United States,Executive/Managerial,30000,51003.34448,1,1
50,53,Private,Graduate Degree,Married,White,Male,England,Professional Specialty,99999,170009.4482,1,1
40,37,Local Government,High School Graduate,Married,White,Male,United States,Protective Services,42783,72735.86957,1,1
40,77,Self Employed (Incorporated),High School Graduate,Married,White,Male,United States,Executive/Managerial,41774,71020.45708,1,1
50,43,Federal Government,Graduate Degree,Married,Asian/Pacific Islander,Male,India,Professional Specialty,81616,138756.2988,1,1
40,63,Federal Government,Less than High School,Married,Black,Male,Puerto Rico,Administrative/Clerical,32995,56095.17837,1,1
40,34,Private,High School Graduate,Married,White,Male,United States,Administrative/Clerical,42922,72972.18506,1,1
40,40,Private,High School Graduate,Married,White,Male,United States,Craft/Repair,42069,71521.98997,1,1
50,32,Private,Graduate Degree,Divorced,White,Female,United States,Sales,51200,87045.70792,1,1
60,48,Local Government,Undergraduate Degree,Married,White,Male,Mexico,Executive/Managerial,81400,138389.0747,1,1
40,46,Private,Undergraduate Degree,Married,White,Male,United States,Executive/Managerial,70062,119113.2107,1,1
45,43,Self Employed (Incorporated),Undergraduate Degree,Married,Asian/Pacific Islander,Male,India,Sales,41819,71096.9621,1,1
40,29,Private,High School Graduate,Married,White,Male,United States,Craft/Repair,43005,73113.29431,1,1
40,44,Private,High School Graduate,Married,White,Female,United States,Sales,80730,137250.0,1,1
60,32,Private,High School Graduate,Married,White,Male,United States,Tech Support,76460,129990.524,1,1
45,45,Private,High School Graduate,Married,White,Male,United States,Sales,29433,50039.38127,1,1
40,39,Private,High School Graduate,Married,White,Male,United States,Administrative/Clerical,41145,69951.08696,1,1
40,51,Private,High School Graduate,Married,White,Male,United States,Administrative/Clerical,99999,170009.4482,1,1
40,55,Private,Less than High School,Married,Black,Male,United States,Craft/Repair,86137,146442.5028,1,1
45,42,Self Employed (Unincorporated),High School Graduate,Married,White,Male,United States,Sales,39957,67931.35452,1,1
50,57,Private,Undergraduate Degree,Married,White,Male,United States,Executive/Managerial,99999,170009.4482,1,1
40,52,Local Government,Undergraduate Degree,Married,White,Female,United States,Administrative/Clerical,55104,93682.94314,1,1
42,35,Private,Undergraduate Degree,Married,White,Male,United States,Sales,34549,58737.15162,1,1
40,47,State Government,High School Graduate,Married,White,Female,United States,Administrative/Clerical,51000,86705.68562,1,1
40,46,Private,Undergraduate Degree,Married,White,Male,United States,Executive/Managerial,99999,170009.4482,1,1
40,46,Private,High School Graduate,Married,White,Female,United States,Other Services,32525,55296.12598,1,1
40,31,Private,Undergraduate Degree,Married,White,Male,United States,Craft/Repair,81114,137902.8428,1,1
45,43,Private,High School Graduate,Married,White,Male,United States,Craft/Repair,55100,93676.1427,1,1
50,42,Private,High School Graduate,Married,White,Male,United States,Sales,59690,101479.6544,1,1
50,49,Private,High School Graduate,Married,White,Male,United States,Machine Operator/Inspector,50042,85076.97882,1,1
50,44,Private,High School Graduate,Divorced,White,Male,United States,Machine Operator/Inspector,38380,65250.27871,1,1
60,45,Local Government,Undergraduate Degree,Divorced,Black,Female,United States,Executive/Managerial,39050,66389.3534,1,1
60,33,Private,Undergraduate Degree,Married,Black,Male,United States,Executive/Managerial,65361,111120.9866,1,1
40,43,Private,High School Graduate,Married,White,Male,United States,Professional Specialty,67004,113914.2698,1,1
43,43,Private,Undergraduate Degree,Divorced,White,Female,United States,Professional Specialty,54100,91976.03122,1,1
60,41,Self Employed (Unincorporated),High School Graduate,Married,White,Male,United States,Professional Specialty,90802,154373.5229,1,1
38,47,Private,High School Graduate,Married,White,Female,United States,Sales,50072,85127.98216,1,1
50,31,Private,Undergraduate Degree,Married,White,Male,United States,Machine Operator/Inspector,30519,51885.70234,1,1
70,53,Private,Undergraduate Degree,Divorced,White,Male,United States,Executive/Managerial,37000,62904.12486,1,1
56,33,Self Employed (Unincorporated),High School Graduate,Married,White,Male,United States,Craft/Repair,76298,129715.1059,1,1
20,32,State Government,Undergraduate Degree,Married,White,Male,United States,Tech Support,40049,68087.76477,1,1
40,34,Private,Undergraduate Degree,Married,White,Male,United States,Professional Specialty,35111,59692.61427,1,1
40,44,Private,Undergraduate Degree,Married,White,Male,United States,Tech Support,51030,86756.68896,1,1
45,37,Private,High School Graduate,Married,White,Male,United States,Craft/Repair,42358,72013.32219,1,1
45,42,Private,Undergraduate Degree,Divorced,White,Female,United States,Professional Specialty,39010,66321.34894,1,1
48,32,Private,High School Graduate,Married,White,Male,United States,Craft/Repair,34585,58798.35563,1,1
40,47,Federal Government,Undergraduate Degree,Married,Black,Male,United States,Executive/Managerial,72724,123638.9075,1,1
40,45,Private,High School Graduate,Married,Asian/Pacific Islander,Male,Philippines,Craft/Repair,47269,80362.56968,1,1
50,39,Federal Government,High School Graduate,Married,White,Male,United States,Administrative/Clerical,49646,84403.73467,1,1
37,28,Private,Undergraduate Degree,Married,White,Male,United States,Sales,60550,102941.7503,1,1
40,38,Private,Undergraduate Degree,Married (Spouse Absent),White,Female,United States,Professional Specialty,45553,77445.17837,1,1
40,64,Private,High School Graduate,Married,White,Male,United States,Sales,61151,103963.5173,1,1
40,38,Private,High School Graduate,Married,Black,Male,United States,Protective Services,65000,110507.2464,1,1
70,34,Self Employed (Incorporated),High School Graduate,Married,White,Male,United States,Craft/Repair,48020,81639.3534,1,1
55,44,Federal Government,High School Graduate,Married,White,Male,United States,Executive/Managerial,99999,170009.4482,1,1
40,38,Private,Undergraduate Degree,Married,White,Male,United States,Executive/Managerial,88200,149949.8328,1,1
40,37,Private,High School Graduate,Married,White,Male,United States,Farming/Fishing,42252,71833.11037,1,1
38,41,Private,Undergraduate Degree,Married,White,Female,United States,Tech Support,86133,146435.7023,1,1
60,38,Private,High School Graduate,Married,White,Male,United States,Sales,89000,151309.922,1,1
40,33,Private,Undergraduate Degree,Married,White,Male,United States,Professional Specialty,60550,102941.7503,1,1
40,38,Private,High School Graduate,Married,White,Male,United States,Machine Operator/Inspector,57865,98376.95095,1,1
60,35,Self Employed (Unincorporated),High School Graduate,Married,White,Male,United States,Craft/Repair,69298,117814.3255,1,1
50,62,Private,Graduate Degree,Married,White,Male,United States,Executive/Managerial,67300,114417.5028,1,1
25,48,Self Employed (Unincorporated),Undergraduate Degree,Married,White,Female,United States,Executive/Managerial,80246,136427.146,1,1
48,42,Private,Undergraduate Degree,Married,White,Male,United States,Transport/Moving,59010,100323.5786,1,1
50,28,Self Employed (Unincorporated),Undergraduate Degree,Never Married,White,Male,United States,Professional Specialty,70100,119177.8149,1,1
40,53,Private,High School Graduate,Married,White,Male,United States,Craft/Repair,43000,73104.79376,1,1
50,52,Local Government,Graduate Degree,Married,White,Male,United States,Executive/Managerial,66238,112611.9844,1,1
40,42,Private,High School Graduate,Married,White,Male,United States,Craft/Repair,42032,71459.08584,1,1
50,33,Private,Undergraduate Degree,Married,White,Male,United States,Executive/Managerial,41600,70724.63768,1,1
40,40,State Government,Undergraduate Degree,Married,White,Male,United States,Administrative/Clerical,32220,54777.59197,1,1
35,46,Self Employed (Unincorporated),High School Graduate,Married,White,Male,United States,Craft/Repair,54969,93453.42809,1,1
40,27,Private,Undergraduate Degree,Married,Asian/Pacific Islander,Female,South,Executive/Managerial,32842,55835.06132,1,1
40,43,Private,High School Graduate,Married,Black,Male,Germany,Machine Operator/Inspector,76938,130803.1773,1,1
51,50,Private,High School Graduate,Never Married,White,Male,United States,Executive/Managerial,41000,69704.57079,1,1
48,43,Private,Undergraduate Degree,Married,White,Male,United States,Executive/Managerial,55603,94531.29877,1,1
40,28,Local Government,High School Graduate,Married,White,Male,United States,Protective Services,70225,119390.3289,1,1
40,47,Local Government,Undergraduate Degree,Married,White,Male,United States,Professional Specialty,77098,131075.1951,1,1
40,30,Private,Undergraduate Degree,Married,White,Male,United States,Craft/Repair,47000,79905.23969,1,1
40,29,Private,Graduate Degree,Married,Asian/Pacific Islander,Female,Hong,Professional Specialty,76030,129259.476,1,1
40,44,Private,High School Graduate,Married,White,Male,United States,Sales,63876,108596.3211,1,1
48,46,Private,High School Graduate,Married,White,Male,United States,Transport/Moving,31733,53949.63768,1,1
40,37,Private,High School Graduate,Married,White,Male,United States,Craft/Repair,52747,89675.78038,1,1
40,36,Self Employed (Unincorporated),High School Graduate,Married,White,Male,United States,Craft/Repair,41526,70598.82943,1,1
40,51,Private,High School Graduate,Married,White,Male,United States,Craft/Repair,61528,104604.4593,1,1
40,42,Private,High School Graduate,Widowed,White,Male,United States,Professional Specialty,51500,87555.74136,1,1
60,32,Private,Undergraduate Degree,Never Married,White,Female,United States,Tech Support,33250,56528.7068,1,1
50,68,Self Employed (Incorporated),Undergraduate Degree,Widowed,White,Female,United States,Sales,99999,170009.4482,1,1
40,30,Private,High School Graduate,Married,White,Female,United States,Executive/Managerial,34100,57973.80156,1,1
60,28,Private,Less than High School,Married,White,Male,United States,Craft/Repair,66000,112207.3579,1,1
40,36,Self Employed (Incorporated),Graduate Degree,Married,White,Male,United States,Tech Support,58959,100236.8729,1,1
60,52,Private,High School Graduate,Married,White,Male,United States,Farming/Fishing,32000,54403.56745,1,1
50,36,Private,High School Graduate,Married,White,Male,United States,Administrative/Clerical,57266,97358.58417,1,1
44,46,Private,Undergraduate Degree,Married,White,Male,United States,Craft/Repair,55260,93948.16054,1,1
60,34,Private,Undergraduate Degree,Married,White,Male,United States,Sales,66100,112377.369,1,1
40,54,Private,High School Graduate,Married,White,Male,United States,Tech Support,86545,147136.1483,1,1
60,51,Private,Undergraduate Degree,Married,White,Male,United States,Executive/Managerial,91860,156172.2408,1,1
60,28,Private,Undergraduate Degree,Married,White,Female,United States,Executive/Managerial,66000,112207.3579,1,1
40,47,Local Government,High School Graduate,Married,White,Male,United States,Protective Services,81000,137709.0301,1,1
40,52,Self Employed (Incorporated),High School Graduate,Married,White,Male,United States,Executive/Managerial,99999,170009.4482,1,1
45,29,Private,High School Graduate,Married,White,Male,United States,Administrative/Clerical,38000,64604.23634,1,1
40,63,Self Employed (Incorporated),High School Graduate,Married,White,Male,United States,Executive/Managerial,60676,103155.9643,1,1
63,34,Private,High School Graduate,Married,White,Male,United States,Other Services,33158,56372.29654,1,1
40,56,Private,Less than High School,Married,White,Male,United States,Craft/Repair,48561,82559.11371,1,1
60,50,Private,High School Graduate,Divorced,White,Male,United States,Sales,46150,78460.14493,1,1
40,42,Private,High School Graduate,Married,White,Male,United States,Transport/Moving,42141,71644.39799,1,1
85,52,Private,High School Graduate,Married,White,Male,United States,Transport/Moving,52000,88405.7971,1,1
45,49,Private,High School Graduate,Divorced,White,Male,United States,Machine Operator/Inspector,33325,56656.21516,1,1
50,59,State Government,Graduate Degree,Married,White,Male,United States,Professional Specialty,40041,68074.16388,1,1
50,27,Local Government,High School Graduate,Married,White,Male,United States,Tech Support,74850,127253.3445,1,1
40,36,Private,Graduate Degree,Never Married,White,Male,United States,Professional Specialty,33331,56666.41583,1,1
45,36,Private,Graduate Degree,Married,White,Male,United States,Sales,99999,170009.4482,1,1
40,47,Private,High School Graduate,Married,White,Male,United States,Craft/Repair,99999,170009.4482,1,1
40,56,Self Employed (Incorporated),High School Graduate,Married,White,Male,United States,Executive/Managerial,56085,95350.75251,1,1
40,45,Private,High School Graduate,Married,White,Male,United States,Machine Operator/Inspector,66879,113701.7559,1,1
55,52,Self Employed (Unincorporated),High School Graduate,Married,White,Male,United States,Sales,65500,111357.3021,1,1
60,48,Self Employed (Unincorporated),Graduate Degree,Married,White,Male,United States,Professional Specialty,99999,170009.4482,1,1
20,56,Self Employed (Unincorporated),Undergraduate Degree,Married,White,Male,United States,Executive/Managerial,55325,94058.66778,1,1
30,52,Without Pay,High School Graduate,Married,White,Female,United States,Administrative/Clerical,35000,59503.9019,1,1
40,61,Private,Less than High School,Married,White,Male,United States,Transport/Moving,36362,61819.45373,1,1
48,28,Private,Undergraduate Degree,Never Married,White,Female,United States,Sales,30379,51647.68673,1,1
40,38,Self Employed (Incorporated),High School Graduate,Married,White,Male,United States,Executive/Managerial,70882,120507.3021,1,1
40,52,Private,High School Graduate,Married,White,Male,United States,Craft/Repair,45047,76584.92196,1,1
54,38,Local Government,High School Graduate,Married,Asian/Pacific Islander,Male,United States,Protective Services,74800,127168.3389,1,1
50,37,Self Employed (Incorporated),High School Graduate,Married,White,Male,United States,Transport/Moving,96930,164791.806,1,1
40,52,Self Employed (Unincorporated),Graduate Degree,Married,Asian/Pacific Islander,Male,Philippines,Executive/Managerial,34200,58143.81271,1,1
50,29,Private,High School Graduate,Married,White,Male,United States,Machine Operator/Inspector,29650,50408.30546,1,1
40,60,Private,Undergraduate Degree,Married,White,Male,United States,Craft/Repair,42236,71805.90858,1,1
40,39,Federal Government,High School Graduate,Divorced,White,Male,United States,Administrative/Clerical,56066,95318.45039,1,1
65,39,Self Employed (Incorporated),Graduate Degree,Married,White,Male,United States,Professional Specialty,99999,170009.4482,1,1
40,38,State Government,High School Graduate,Married,White,Male,United States,Executive/Managerial,42774,72720.56856,1,1
40,57,Private,Graduate Degree,Married,White,Male,Mexico,Executive/Managerial,46500,79055.18395,1,1
40,32,Private,High School Graduate,Married,Asian/Pacific Islander,Male,Hong,Sales,41800,71064.65998,1,1
42,38,Private,Undergraduate Degree,Married,White,Male,United States,Professional Specialty,49200,83645.48495,1,1
70,31,Private,Graduate Degree,Married,White,Male,Taiwan,Executive/Managerial,99999,170009.4482,1,1
30,61,Private,Undergraduate Degree,Married,White,Female,United States,Executive/Managerial,62338,105981.5496,1,1
45,33,Private,Graduate Degree,Married,White,Male,United States,Professional Specialty,63445,107863.573,1,1
60,44,Private,High School Graduate,Married,White,Male,United States,Sales,63000,107107.0234,1,1
40,35,Private,High School Graduate,Married,White,Male,United States,Machine Operator/Inspector,41100,69874.58194,1,1
40,46,State Government,Graduate Degree,Married,White,Male,United States,Executive/Managerial,99999,170009.4482,1,1
50,23,Private,Graduate Degree,Married,Asian/Pacific Islander,Male,India,Professional Specialty,59813,101688.7681,1,1
60,46,Private,Graduate Degree,Married,White,Male,United States,Executive/Managerial,48745,82871.93423,1,1
40,53,Private,High School Graduate,Married,White,Female,United States,Administrative/Clerical,76700,130398.5507,1,1
45,24,Local Government,Undergraduate Degree,Married,White,Male,United States,Protective Services,39450,67069.39799,1,1
45,47,Private,Undergraduate Degree,Never Married,Black,Female,United States,Executive/Managerial,41700,70894.64883,1,1
40,41,Private,Undergraduate Degree,Married,White,Female,United States,Professional Specialty,68300,116117.6143,1,1
45,33,Private,Undergraduate Degree,Married,White,Male,United States,Executive/Managerial,89670,152448.9967,1,1
40,34,State Government,High School Graduate,Married,White,Male,United States,Tech Support,65200,110847.2687,1,1
40,42,Private,Graduate Degree,Never Married,White,Male,United States,Executive/Managerial,50840,86433.66778,1,1
40,43,Private,Undergraduate Degree,Married,White,Male,United States,Craft/Repair,39056,66399.55407,1,1
40,39,Private,High School Graduate,Married,White,Male,United States,Craft/Repair,18000,30602.00669,0,1
50,52,Private,Less than High School,Married,White,Female,United States,Executive/Managerial,19304,32818.95206,0,1
40,38,Private,Graduate Degree,Divorced,White,Female,United States,Executive/Managerial,26000,44202.89855,0,1
45,49,Private,Graduate Degree,Married,White,Male,United States,Sales,25054,42594.59309,0,1
50,38,Private,High School Graduate,Married,White,Male,United States,Craft/Repair,18311,31130.74136,0,1
35,40,Local Government,High School Graduate,Married,Black,Male,United States,Craft/Repair,21401,36384.08584,0,1
45,59,Private,High School Graduate,Married,White,Male,United States,Craft/Repair,15600,26521.73913,0,1
40,35,Private,High School Graduate,Married,White,Male,United States,Executive/Managerial,27112,46093.42252,0,1
50,47,Private,High School Graduate,Married,White,Male,United States,Transport/Moving,18779,31926.39353,0,1
51,54,Private,Less than High School,Married,White,Male,United States,Sales,20177,34303.14939,0,1
40,30,Private,Undergraduate Degree,Married,White,Male,United States,Administrative/Clerical,23910,40649.66555,0,1
35,31,Private,High School Graduate,Married,White,Female,United States,Executive/Managerial,25300,43012.82051,0,1
40,39,Private,High School Graduate,Married,Black,Male,United States,Craft/Repair,25500,43352.84281,0,1
40,53,Local Government,Less than High School,Married,White,Male,United States,Transport/Moving,25000,42502.78707,0,1
50,45,Self Employed (Incorporated),High School Graduate,Married,White,Male,United States,Farming/Fishing,23488,39932.21851,0,1
43,31,Private,Less than High School,Married,White,Male,United States,Craft/Repair,14900,25331.66109,0,1
60,46,Self Employed (Incorporated),High School Graduate,Divorced,White,Female,United States,Executive/Managerial,16596,28215.05017,0,1
40,33,Federal Government,Graduate Degree,Married,Black,Male,Nicaragua,Transport/Moving,18000,30602.00669,0,1
40,56,Private,Undergraduate Degree,Married,White,Male,United States,Craft/Repair,12209,20756.66109,0,1
40,26,Private,High School Graduate,Married,White,Male,Puerto Rico,Craft/Repair,27133,46129.12486,0,1
40,63,Self Employed (Unincorporated),High School Graduate,Married,White,Male,United States,Craft/Repair,22004,37409.25307,0,1
32,34,Private,High School Graduate,Married,White,Female,United States,Tech Support,16154,27463.60089,0,1
42,43,Self Employed (Unincorporated),Undergraduate Degree,Never Married,White,Male,United States,Sales,12668,21537.01226,0,1
50,24,Private,High School Graduate,Married,White,Male,United States,Sales,18930,32183.11037,0,1
40,31,Private,High School Graduate,Married,White,Male,United States,Craft/Repair,18363,31219.14716,0,1
50,51,Private,High School Graduate,Married,White,Male,United States,Craft/Repair,28558,48551.78372,0,1
55,31,Private,Undergraduate Degree,Married,White,Male,United States,Sales,24550,41737.7369,0,1
60,51,Private,High School Graduate,Married,White,Male,United States,Transport/Moving,19800,33662.20736,0,1
40,42,Local Government,High School Graduate,Married,White,Male,United States,Administrative/Clerical,16532,28106.24303,0,1
40,29,Private,High School Graduate,Married,White,Male,United States,Machine Operator/Inspector,25524,43393.64548,0,1
40,44,Private,High School Graduate,Divorced,White,Female,United States,Professional Specialty,27000,45903.01003,0,1
40,28,Private,High School Graduate,Married,White,Male,United States,Craft/Repair,20270,34461.25975,0,1
40,27,Private,High School Graduate,Married,White,Male,United States,Machine Operator/Inspector,22147,37652.36901,0,1
40,27,Private,High School Graduate,Married,White,Male,United States,Machine Operator/Inspector,15195,25833.19398,0,1
40,49,Private,High School Graduate,Married,White,Male,United States,Craft/Repair,16707,28403.76254,0,1
40,30,Local Government,Undergraduate Degree,Never Married,White,Male,United States,Executive/Managerial,13500,22951.50502,0,1
45,35,Private,High School Graduate,Married,White,Male,United States,Craft/Repair,27522,46790.46823,0,1
40,26,Private,Undergraduate Degree,Married,White,Male,United States,Executive/Managerial,25414,43206.63322,0,1
40,52,Private,Undergraduate Degree,Married,White,Male,India,Machine Operator/Inspector,27744,47167.89298,0,1
40,44,Self Employed (Unincorporated),High School Graduate,Married,White,Male,United States,Craft/Repair,17707,30103.87402,0,1
40,37,State Government,High School Graduate,Married,White,Male,United States,Transport/Moving,28674,48748.99666,0,1
50,41,Self Employed (Unincorporated),High School Graduate,Married,White,Male,United States,Craft/Repair,9882,16800.50167,0,1
50,38,Self Employed (Unincorporated),High School Graduate,Married,White,Male,United States,Executive/Managerial,15340,26079.71014,0,1
40,34,Private,Undergraduate Degree,Married,White,Male,England,Tech Support,29156,49568.45039,0,1
50,50,Local Government,Undergraduate Degree,Divorced,White,Female,United States,Professional Specialty,27039,45969.31438,0,1
60,38,Self Employed (Incorporated),Undergraduate Degree,Never Married,White,Male,United States,Executive/Managerial,22800,38762.54181,0,1
40,36,Private,High School Graduate,Married,White,Male,United States,Machine Operator/Inspector,25150,42757.80379,0,1
50,29,Private,Undergraduate Degree,Never Married,White,Female,United States,Professional Specialty,18301,31113.74025,0,1
60,25,Self Employed (Incorporated),Undergraduate Degree,Never Married,White,Male,United States,Sales,22297,37907.38573,0,1
40,44,Private,High School Graduate,Married,White,Male,United States,Machine Operator/Inspector,27930,47484.11371,0,1
40,39,Private,Undergraduate Degree,Married,White,Male,United States,Other Services,18000,30602.00669,0,1
48,26,Private,Less than High School,Married,White,Male,United States,Craft/Repair,11001,18702.92642,0,1
45,43,Private,High School Graduate,Divorced,White,Male,United States,Professional Specialty,22000,37402.45262,0,1
40,56,Federal Government,Undergraduate Degree,Widowed,Black,Female,United States,Administrative/Clerical,24041,40872.38016,0,1
40,51,Private,High School Graduate,Married,Black,Male,United States,Machine Operator/Inspector,20000,34002.22965,0,1
40,35,State Government,High School Graduate,Married,White,Male,United States,Craft/Repair,26030,44253.9019,0,1
40,35,Private,High School Graduate,Married,White,Male,United States,Transport/Moving,26782,45532.38573,0,1
64,32,Private,Undergraduate Degree,Never Married,White,Female,United States,Tech Support,26990,45886.00892,0,1
40,47,Private,Undergraduate Degree,Never Married,White,Male,United States,Sales,25062,42608.19398,0,1
40,51,State Government,High School Graduate,Divorced,White,Female,United States,Professional Specialty,21323,36251.47715,0,1
40,54,Private,High School Graduate,Married,White,Male,United States,Sales,16568,28167.44705,0,1
45,29,Private,High School Graduate,Never Married,White,Male,United States,Executive/Managerial,18500,31452.06243,0,1
40,33,Private,Undergraduate Degree,Married,White,Male,United States,Handler/Cleaner,23020,39136.56633,0,1
40,60,State Government,High School Graduate,Married,White,Male,United States,Other Services,28740,48861.20401,0,1
60,43,Self Employed (Unincorporated),High School Graduate,Married,White,Male,United States,Craft/Repair,18000,30602.00669,0,1
57,44,Self Employed (Unincorporated),High School Graduate,Married,White,Male,United States,Machine Operator/Inspector,5585,9495.122631,0,1
60,39,Private,Undergraduate Degree,Divorced,White,Male,United States,Professional Specialty,24000,40802.67559,0,1
40,66,Self Employed (Unincorporated),Undergraduate Degree,Married,White,Male,Germany,Craft/Repair,22640,38490.52397,0,1
45,45,Self Employed (Unincorporated),Undergraduate Degree,Divorced,White,Male,France,Professional Specialty,17000,28901.89521,0,1
25,49,Self Employed (Unincorporated),High School Graduate,Married,White,Male,United States,Sales,14667,24935.53512,0,1
40,67,Self Employed (Unincorporated),High School Graduate,Married,White,Male,United States,Sales,21500,36552.39688,0,1
40,32,Private,High School Graduate,Married,White,Male,United States,Transport/Moving,25346,43091.02564,0,1
45,37,Private,Undergraduate Degree,Never Married,White,Male,United States,Executive/Managerial,27780,47229.09699,0,1
45,29,Private,Graduate Degree,Never Married,White,Male,United States,Executive/Managerial,22397,38077.39688,0,1
60,57,Self Employed (Unincorporated),High School Graduate,Married,White,Male,United States,Farming/Fishing,9001,15302.70346,0,1
40,79,Self Employed (Unincorporated),High School Graduate,Married,White,Male,United States,Farming/Fishing,40602,69027.92642,1,0
40,40,Private,High School Graduate,Married (Spouse Absent),White,Male,United States,Handler/Cleaner,32131,54626.28205,1,0
99,53,Self Employed (Unincorporated),Less than High School,Married (Spouse Absent),White,Male,United States,Transport/Moving,30001,51005.04459,1,0
40,61,Private,Less than High School,Married,Black,Male,United States,Farming/Fishing,33396,56776.92308,1,0
40,26,Private,Less than High School,Never Married,White,Male,Mexico,Farming/Fishing,39520,67188.4058,1,0
47,31,Local Government,High School Graduate,Divorced,White,Male,United States,Protective Services,58542,99527.92642,1,0
32,55,Private,Less than High School,Married,White,Male,United States,Machine Operator/Inspector,41062,69809.9777,1,0
40,32,Private,Undergraduate Degree,Never Married,White,Female,United States,Executive/Managerial,35300,60013.93534,1,0
40,48,Private,High School Graduate,Divorced,White,Female,United States,Executive/Managerial,35138,59738.51728,1,0
40,47,Private,High School Graduate,Separated,Other,Female,Puerto Rico,Professional Specialty,36000,61204.01338,1,0
40,25,Private,High School Graduate,Married,White,Male,United States,Machine Operator/Inspector,38843,66037.43032,1,0
40,28,State Government,Undergraduate Degree,Never Married,White,Male,United States,Professional Specialty,42349,71998.02118,1,0
40,82,Self Employed (Incorporated),Less than High School,Widowed,White,Female,United States,Executive/Managerial,42280,71880.71349,1,0
40,42,Private,Less than High School,Married,White,Male,United States,Other Services,42242,71816.10925,1,0
40,31,Private,High School Graduate,Married,White,Male,United States,Other Services,30575,51980.90858,1,0
40,39,Private,High School Graduate,Never Married,Black,Male,United States,Professional Specialty,64587,109805.1003,1,0
40,39,Private,High School Graduate,Divorced,Black,Female,United States,Executive/Managerial,99999,170009.4482,1,0
40,35,Private,High School Graduate,Separated,Black,Female,United States,Transport/Moving,53000,90105.90858,1,0
55,23,Private,High School Graduate,Married,White,Male,United States,Handler/Cleaner,30720,52227.42475,1,0
45,24,Private,High School Graduate,Married,White,Male,United States,Other Services,51834,88123.5786,1,0
40,61,Private,Less than High School,Married,Black,Female,United States,Craft/Repair,44097,74969.81605,1,0
40,24,Private,High School Graduate,Never Married,White,Male,United States,Transport/Moving,50000,85005.57414,1,0
38,32,Private,High School Graduate,Divorced,White,Female,United States,Executive/Managerial,35200,59843.92419,1,0
40,52,Federal Government,High School Graduate,Divorced,Black,Female,United States,Administrative/Clerical,35005,59512.40245,1,0
30,36,Self Employed (Unincorporated),Undergraduate Degree,Never Married,Black,Female,United States,Professional Specialty,30600,52023.41137,1,0
40,27,Private,Undergraduate Degree,Never Married,Black,Male,United States,Handler/Cleaner,30000,51003.34448,1,0
1,57,Self Employed (Unincorporated),High School Graduate,Married,White,Male,United States,Executive/Managerial,40008,68018.0602,1,0
40,50,Private,High School Graduate,Divorced,White,Female,United States,Administrative/Clerical,35025,59546.40468,1,0
40,41,Private,Less than High School,Married,White,Male,United States,Handler/Cleaner,99999,170009.4482,1,0
50,37,Private,High School Graduate,Divorced,White,Male,United States,Machine Operator/Inspector,32477,55214.52062,1,0
35,34,Private,High School Graduate,Never Married,White,Female,United States,Handler/Cleaner,31443,53456.60535,1,0
60,24,Private,Undergraduate Degree,Never Married,White,Female,United States,Executive/Managerial,55035,93565.63545,1,0
40,37,Self Employed (Unincorporated),High School Graduate,Divorced,White,Male,United States,Craft/Repair,30000,51003.34448,1,0
